INDEX PR_0 PR_1 PR_2
chr5_114505000_114505200_MACS_peak_15189 1.0000 0.0000 0.0000
chr5_114567140_114567584_MACS_peak_15192 0.5714 0.1071 0.3214
chr5_114567177_114567587_MACS_peak_26011 0.5714 0.1250 0.3036
chr5_114570800_114571002_MACS_peak_26012 0.6607 0.2500 0.0893
chr5_114588069_114588276_MACS_peak_15193 0.9286 0.0357 0.0357
chr5_114606110_114606310_MACS_peak_26013 0.9464 0.0357 0.0179
chr5_114630452_114630652_MACS_peak_26014 0.9464 0.0179 0.0357
chr5_114639123_114639323_MACS_peak_15194 0.9464 0.0357 0.0179
chr5_114639542_114639775_MACS_peak_15195 0.9286 0.0536 0.0179
chr5_114639591_114639792_MACS_peak_26015 0.9107 0.0714 0.0179
chr5_114667493_114667943_MACS_peak_15196 0.6786 0.1250 0.1964
chr5_114690838_114691228_MACS_peak_26018 0.6250 0.1071 0.2679
chr5_114690880_114691279_MACS_peak_15197 0.6429 0.1071 0.2500
chr5_114714885_114715089_MACS_peak_15198 1.0000 0.0000 0.0000
chr5_114731083_114731283_MACS_peak_26021 0.9821 0.0000 0.0179
chr5_114749384_114749584_MACS_peak_26022 0.9821 0.0000 0.0179
chr5_114784722_114785203_MACS_peak_26026 0.8036 0.0357 0.1607
chr5_114792896_114793096_MACS_peak_26027 0.9464 0.0357 0.0179
chr5_114813923_114814154_MACS_peak_15200 0.9286 0.0357 0.0357
chr5_114823391_114823763_MACS_peak_15201 0.9643 0.0357 0.0000
chr5_114826316_114826608_MACS_peak_15203 0.9643 0.0179 0.0179
chr5_114942088_114942473_MACS_peak_15206 0.9464 0.0179 0.0357
chr5_114942155_114942380_MACS_peak_26033 0.9643 0.0179 0.0179
chr5_115003246_115003446_MACS_peak_26035 0.9464 0.0357 0.0179
chr5_115053831_115054067_MACS_peak_26037 0.9821 0.0000 0.0179
chr5_115083655_115083855_MACS_peak_15209 0.9643 0.0179 0.0179
chr5_115126616_115126866_MACS_peak_26041 0.8750 0.0179 0.1071
chr5_115167549_115167759_MACS_peak_15215 0.7679 0.0893 0.1429
chr5_115187212_115187849_MACS_peak_26045 0.8036 0.0536 0.1429
chr5_115193654_115194000_MACS_peak_26046 0.8929 0.0714 0.0357
chr5_115193714_115193914_MACS_peak_15216 0.9643 0.0357 0.0000
chr5_115194127_115194338_MACS_peak_15217 0.9821 0.0179 0.0000
chr5_115194427_115194661_MACS_peak_15218 0.9821 0.0179 0.0000
chr5_115235502_115235702_MACS_peak_26048 0.8571 0.1071 0.0357
chr5_115237823_115238196_MACS_peak_26050 0.7143 0.1607 0.1250
chr5_115237913_115238210_MACS_peak_15219 0.7500 0.1607 0.0893
chr5_115279652_115279852_MACS_peak_15222 0.8750 0.0536 0.0714
chr5_115279733_115279933_MACS_peak_26054 0.8929 0.0714 0.0357
chr5_115319612_115319897_MACS_peak_26057 0.8571 0.0536 0.0893
chr5_115348774_115349241_MACS_peak_26061 0.6250 0.1607 0.2143
chr5_115348817_115349344_MACS_peak_15225 0.6786 0.1071 0.2143
chr5_115358978_115359178_MACS_peak_26063 0.8929 0.0000 0.1071
chr5_115389290_115389490_MACS_peak_26066 0.8393 0.0357 0.1250
chr5_115436640_115436840_MACS_peak_26069 0.9464 0.0536 0.0000
chr5_115484352_115484561_MACS_peak_26070 0.8214 0.1071 0.0714
chr5_115520627_115520921_MACS_peak_26074 0.7857 0.0000 0.2143
chr5_115522254_115522473_MACS_peak_15232 0.9821 0.0179 0.0000
chr5_115524220_115524587_MACS_peak_26076 0.8214 0.0536 0.1250
chr5_115530229_115530474_MACS_peak_26077 0.7857 0.1250 0.0893
chr5_115530356_115530770_MACS_peak_15233 0.7143 0.1429 0.1429
chr5_115534997_115535197_MACS_peak_26078 0.8036 0.1250 0.0714
chr5_115535729_115536028_MACS_peak_26079 0.8393 0.0536 0.1071
chr5_115538799_115539029_MACS_peak_15234 0.9464 0.0357 0.0179
chr5_115542806_115543096_MACS_peak_26080 0.8214 0.0536 0.1250
chr5_115542899_115543099_MACS_peak_15235 0.8393 0.0536 0.1071
chr5_115559241_115559632_MACS_peak_26081 0.5893 0.0714 0.3393
chr5_115559280_115559635_MACS_peak_15236 0.6071 0.0536 0.3393
chr5_115568732_115568932_MACS_peak_26083 0.9286 0.0000 0.0714
chr5_115588003_115588203_MACS_peak_15237 1.0000 0.0000 0.0000
chr5_115652668_115653296_MACS_peak_26087 0.5714 0.0357 0.3929
chr5_115652719_115653345_MACS_peak_15240 0.5714 0.0536 0.3750
chr5_115940495_115940695_MACS_peak_26096 0.9643 0.0179 0.0179
chr5_115982732_115983120_MACS_peak_26098 0.8571 0.0357 0.1071
chr5_116024357_116024704_MACS_peak_15246 0.6250 0.0893 0.2857
chr5_116028950_116029576_MACS_peak_26100 0.4821 0.1071 0.4107
chr5_116029188_116029466_MACS_peak_15247 0.6071 0.1429 0.2500
chr5_116123431_116123755_MACS_peak_26105 0.9286 0.0179 0.0536
chr5_116330453_116330654_MACS_peak_26107 0.5357 0.3036 0.1607
chr5_116386107_116386307_MACS_peak_15249 0.9821 0.0000 0.0179
chr5_116592459_116592659_MACS_peak_26108 0.9821 0.0179 0.0000
chr5_117069427_117069847_MACS_peak_26109 0.6786 0.2143 0.1071
chr5_117069432_117069634_MACS_peak_15252 0.6964 0.1964 0.1071
chr5_117115766_117116182_MACS_peak_15253 0.7143 0.0714 0.2143
chr5_117115908_117116108_MACS_peak_26110 0.7500 0.2143 0.0357
chr5_117119760_117120247_MACS_peak_26111 0.6786 0.0536 0.2679
chr5_117134207_117134407_MACS_peak_26113 0.7857 0.1071 0.1071
chr5_117135981_117136305_MACS_peak_26114 0.7679 0.0357 0.1964
chr5_117149507_117149755_MACS_peak_26115 0.8214 0.0536 0.1250
chr5_117277425_117277625_MACS_peak_26117 0.9286 0.0357 0.0357
chr5_117287401_117288091_MACS_peak_26118 0.6964 0.0714 0.2321
chr5_117287544_117287854_MACS_peak_15256 0.7500 0.0893 0.1607
chr5_117318808_117319531_MACS_peak_26119 0.6607 0.0893 0.2500
chr5_117363345_117363692_MACS_peak_26123 0.7143 0.0893 0.1964
chr5_117388956_117389236_MACS_peak_15258 0.8036 0.1429 0.0536
chr5_117468794_117469106_MACS_peak_26126 0.9286 0.0357 0.0357
chr5_117469709_117469982_MACS_peak_26127 0.8214 0.1071 0.0714
chr5_117493145_117493345_MACS_peak_26130 0.9464 0.0179 0.0357
chr5_117545199_117545399_MACS_peak_26131 0.9821 0.0000 0.0179
chr5_117545494_117545694_MACS_peak_26132 0.9821 0.0000 0.0179
chr5_117860381_117860581_MACS_peak_26135 0.9107 0.0893 0.0000
chr5_117914721_117914928_MACS_peak_26137 0.0000 0.0536 0.9464
chr5_117976642_117977021_MACS_peak_26138 0.6250 0.1607 0.2143
chr5_117976737_117977027_MACS_peak_15260 0.6429 0.1786 0.1786
chr5_118037869_118038157_MACS_peak_26139 0.9286 0.0357 0.0357
chr5_118037905_118038105_MACS_peak_15262 0.9464 0.0179 0.0357
chr5_118050804_118051128_MACS_peak_26141 0.8214 0.0179 0.1607
chr5_118069402_118069712_MACS_peak_15263 1.0000 0.0000 0.0000
chr5_118081646_118081942_MACS_peak_15264 0.9464 0.0357 0.0179
chr5_118082016_118082324_MACS_peak_26143 0.8036 0.0357 0.1607
chr5_118082076_118082278_MACS_peak_15265 0.8036 0.1071 0.0893
chr5_118155001_118155612_MACS_peak_26145 0.7143 0.0893 0.1964
chr5_118169887_118170094_MACS_peak_26146 0.9286 0.0357 0.0357
chr5_118244849_118245469_MACS_peak_15266 0.6071 0.0357 0.3571
chr5_118244900_118245438_MACS_peak_26148 0.6071 0.0357 0.3571
chr5_118253639_118253886_MACS_peak_26149 0.9107 0.0357 0.0536
chr5_118269178_118269450_MACS_peak_15267 0.8929 0.0536 0.0536
chr5_118271797_118272062_MACS_peak_26150 0.8929 0.0536 0.0536
chr5_118271868_118272069_MACS_peak_15268 0.9107 0.0536 0.0357
chr5_118445283_118445483_MACS_peak_15270 0.8214 0.0714 0.1071
chr5_118445284_118445484_MACS_peak_26154 0.8214 0.0714 0.1071
chr5_118556702_118556902_MACS_peak_26158 0.8036 0.0357 0.1607
chr5_118570363_118570563_MACS_peak_15274 1.0000 0.0000 0.0000
chr5_118574274_118574574_MACS_peak_26160 0.9286 0.0357 0.0357
chr5_118614437_118614775_MACS_peak_26161 0.8750 0.0536 0.0714
chr5_118627453_118627653_MACS_peak_26162 0.9643 0.0000 0.0357
chr5_118663954_118664428_MACS_peak_26164 0.8750 0.0179 0.1071
chr5_118676475_118676920_MACS_peak_15275 1.0000 0.0000 0.0000
chr5_118710000_118710335_MACS_peak_15276 0.9464 0.0000 0.0536
chr5_118710090_118710290_MACS_peak_26165 0.9464 0.0000 0.0536
chr5_118721565_118721765_MACS_peak_15277 0.9821 0.0000 0.0179
chr5_118762623_118762823_MACS_peak_26166 0.9643 0.0000 0.0357
chr5_119052601_119052801_MACS_peak_26169 0.8750 0.1071 0.0179
chr5_119400543_119400743_MACS_peak_26173 0.9107 0.0714 0.0179
chr5_119636109_119636309_MACS_peak_26176 0.9464 0.0536 0.0000
chr5_119662410_119662610_MACS_peak_26178 0.9643 0.0179 0.0179
chr5_119749203_119749408_MACS_peak_26179 0.8750 0.0893 0.0357
chr5_120015851_120016057_MACS_peak_26181 0.5357 0.3750 0.0893
chr5_120060821_120061029_MACS_peak_26184 0.8750 0.1250 0.0000
chr5_120064135_120064336_MACS_peak_26185 0.9286 0.0714 0.0000
chr5_120075025_120075226_MACS_peak_26186 0.7500 0.2143 0.0357
chr5_120116379_120116623_MACS_peak_15286 0.8571 0.1071 0.0357
chr5_120116379_120116736_MACS_peak_26189 0.8393 0.1250 0.0357
chr5_120124974_120125353_MACS_peak_15287 1.0000 0.0000 0.0000
chr5_120139172_120139574_MACS_peak_15288 0.8750 0.0179 0.1071
chr5_120173286_120173600_MACS_peak_26192 0.8571 0.0179 0.1250
chr5_120251535_120251975_MACS_peak_26194 0.8214 0.0179 0.1607
chr5_120370357_120370557_MACS_peak_26195 0.8929 0.0714 0.0357
chr5_120440078_120440278_MACS_peak_26196 0.9464 0.0357 0.0179
chr5_120503278_120503653_MACS_peak_26197 0.8393 0.0536 0.1071
chr5_120511043_120511482_MACS_peak_26199 0.8214 0.0357 0.1429
chr5_120511094_120511314_MACS_peak_15289 0.8214 0.0714 0.1071
chr5_120558739_120559099_MACS_peak_26200 0.6607 0.0536 0.2857
chr5_120570932_120571341_MACS_peak_26201 1.0000 0.0000 0.0000
chr5_120578794_120579072_MACS_peak_26202 0.8393 0.0536 0.1071
chr5_120578863_120579095_MACS_peak_15290 0.8393 0.0714 0.0893
chr5_120579313_120579513_MACS_peak_15291 0.8750 0.0714 0.0536
chr5_120579879_120580079_MACS_peak_15292 0.9286 0.0357 0.0357
chr5_120592575_120592775_MACS_peak_26204 0.9286 0.0179 0.0536
chr5_120604992_120605196_MACS_peak_15294 0.9464 0.0000 0.0536
chr5_120612502_120613333_MACS_peak_15295 0.2857 0.1786 0.5357
chr5_120612553_120613563_MACS_peak_26205 0.2500 0.1071 0.6429
chr5_120626579_120626779_MACS_peak_26206 0.9643 0.0000 0.0357
chr5_120644155_120644355_MACS_peak_26208 0.8750 0.0714 0.0536
chr5_120648713_120648992_MACS_peak_26209 0.7857 0.0000 0.2143
chr5_120648750_120649493_MACS_peak_15298 0.7679 0.0179 0.2143
chr5_120685754_120686020_MACS_peak_15299 0.9821 0.0179 0.0000
chr5_120754372_120754655_MACS_peak_26210 0.9107 0.0357 0.0536
chr5_120812289_120812744_MACS_peak_26212 0.7500 0.0357 0.2143
chr5_120908182_120908390_MACS_peak_26214 0.8929 0.0714 0.0357
chr5_120995749_120995950_MACS_peak_26215 0.0714 0.1964 0.7321
chr5_121204414_121204620_MACS_peak_15304 0.9107 0.0357 0.0536
chr5_121204431_121204631_MACS_peak_26221 0.9107 0.0357 0.0536
chr5_121236221_121236503_MACS_peak_26225 0.9107 0.0179 0.0714
chr5_121279357_121279557_MACS_peak_26228 0.9107 0.0893 0.0000
chr5_121292456_121292883_MACS_peak_26229 0.8750 0.0357 0.0893
chr5_121368687_121368887_MACS_peak_26233 0.9643 0.0000 0.0357
chr5_121452027_121452668_MACS_peak_26236 0.5714 0.0893 0.3393
chr5_121452098_121452905_MACS_peak_15308 0.5714 0.0714 0.3571
chr5_121500853_121501155_MACS_peak_26237 0.9286 0.0000 0.0714
chr5_121501500_121501789_MACS_peak_26238 0.9107 0.0179 0.0714
chr5_121538862_121539062_MACS_peak_15309 1.0000 0.0000 0.0000
chr5_121564580_121564781_MACS_peak_15311 1.0000 0.0000 0.0000
chr5_121583995_121584571_MACS_peak_26241 0.7143 0.0357 0.2500
chr5_121660278_121660501_MACS_peak_15315 0.9464 0.0536 0.0000
chr5_121842907_121843137_MACS_peak_26249 0.8214 0.1071 0.0714
chr5_121848049_121848310_MACS_peak_26250 0.8214 0.0893 0.0893
chr5_121848049_121848455_MACS_peak_15321 0.8036 0.0536 0.1429
chr5_121848832_121849161_MACS_peak_15322 0.7679 0.0536 0.1786
chr5_121848862_121849243_MACS_peak_26251 0.7321 0.0714 0.1964
chr5_121984157_121984357_MACS_peak_26256 0.9464 0.0357 0.0179
chr5_122131988_122132188_MACS_peak_15328 0.9107 0.0714 0.0179
chr5_122145389_122145723_MACS_peak_15329 0.8571 0.0536 0.0893
chr5_122145461_122145767_MACS_peak_26263 0.8750 0.0357 0.0893
chr5_122146264_122146464_MACS_peak_15330 1.0000 0.0000 0.0000
chr5_122168381_122168582_MACS_peak_26266 0.9464 0.0179 0.0357
chr5_122209781_122210210_MACS_peak_26270 0.7500 0.0536 0.1964
chr5_122235379_122235579_MACS_peak_15335 0.7500 0.1607 0.0893
chr5_122274760_122275121_MACS_peak_15337 0.9464 0.0357 0.0179
chr5_122295568_122295810_MACS_peak_15339 1.0000 0.0000 0.0000
chr5_122310844_122311066_MACS_peak_15340 1.0000 0.0000 0.0000
chr5_122314946_122315637_MACS_peak_26276 0.5714 0.0357 0.3929
chr5_122317340_122317644_MACS_peak_15342 0.9107 0.0536 0.0357
chr5_122331539_122331739_MACS_peak_26277 0.9286 0.0357 0.0357
chr5_122354158_122354659_MACS_peak_15344 0.5714 0.1607 0.2679
chr5_122354171_122354938_MACS_peak_26278 0.5714 0.1071 0.3214
chr5_122371860_122372703_MACS_peak_15345 0.5179 0.0893 0.3929
chr5_122371902_122372772_MACS_peak_26279 0.5179 0.0714 0.4107
chr5_122391802_122392056_MACS_peak_15346 0.9643 0.0179 0.0179
chr5_122422053_122422375_MACS_peak_26281 0.8393 0.0893 0.0714
chr5_122422639_122422857_MACS_peak_15347 0.9643 0.0000 0.0357
chr5_122455632_122455832_MACS_peak_26282 0.9464 0.0000 0.0536
chr5_122614270_122614695_MACS_peak_15350 0.9286 0.0714 0.0000
chr5_122644092_122644506_MACS_peak_26285 0.8036 0.0893 0.1071
chr5_122652456_122652823_MACS_peak_26286 0.8393 0.0179 0.1429
chr5_122653444_122653676_MACS_peak_15351 0.9107 0.0357 0.0536
chr5_122707388_122708300_MACS_peak_26288 0.5536 0.0714 0.3750
chr5_122707425_122707861_MACS_peak_15352 0.6429 0.1429 0.2143
chr5_122731972_122732579_MACS_peak_26289 0.6429 0.0179 0.3393
chr5_122754546_122754748_MACS_peak_15354 0.9821 0.0000 0.0179
chr5_122820894_122821540_MACS_peak_15356 0.5893 0.0893 0.3214
chr5_122820919_122821661_MACS_peak_26292 0.5714 0.0893 0.3393
chr5_122951482_122951911_MACS_peak_26295 0.7500 0.0357 0.2143
chr5_122968512_122968737_MACS_peak_26296 0.9107 0.0179 0.0714
chr5_122989099_122989319_MACS_peak_15359 0.9643 0.0357 0.0000
chr5_122989894_122990104_MACS_peak_26297 0.8929 0.0179 0.0893
chr5_122994509_122994861_MACS_peak_15360 0.9107 0.0179 0.0714
chr5_123025120_123025434_MACS_peak_26299 0.8036 0.0536 0.1429
chr5_123039194_123039470_MACS_peak_26300 0.8750 0.0179 0.1071
chr5_123049409_123049609_MACS_peak_15362 0.9821 0.0000 0.0179
chr5_123057827_123058264_MACS_peak_15363 0.8214 0.0357 0.1429
chr5_123076143_123076507_MACS_peak_26301 0.8214 0.0714 0.1071
chr5_123076293_123077314_MACS_peak_15364 0.7857 0.1071 0.1071
chr5_123128505_123128864_MACS_peak_15365 0.8750 0.0357 0.0893
chr5_123129016_123129340_MACS_peak_26303 0.7857 0.1250 0.0893
chr5_123132416_123132836_MACS_peak_15366 0.9643 0.0179 0.0179
chr5_123141074_123141377_MACS_peak_26304 0.6429 0.1071 0.2500
chr5_123149814_123150014_MACS_peak_26305 0.8393 0.0893 0.0714
chr5_123150813_123151085_MACS_peak_15369 0.8750 0.0536 0.0714
chr5_123171677_123171911_MACS_peak_26307 0.9107 0.0179 0.0714
chr5_123228004_123228329_MACS_peak_26308 0.8393 0.0536 0.1071
chr5_123228095_123228502_MACS_peak_15370 0.8036 0.1071 0.0893
chr5_123508223_123508577_MACS_peak_15375 0.9821 0.0000 0.0179
chr5_123580226_123580434_MACS_peak_15378 1.0000 0.0000 0.0000
chr5_123614572_123614772_MACS_peak_26317 0.9643 0.0000 0.0357
chr5_123642661_123642861_MACS_peak_26318 0.9464 0.0179 0.0357
chr5_123670981_123671288_MACS_peak_26320 0.8929 0.0179 0.0893
chr5_123683423_123684012_MACS_peak_26321 0.7500 0.0893 0.1607
chr5_123683604_123683850_MACS_peak_15379 0.8214 0.1071 0.0714
chr5_123684097_123684307_MACS_peak_26322 0.7857 0.1250 0.0893
chr5_123749136_123749766_MACS_peak_15382 0.3393 0.0893 0.5714
chr5_123749173_123749822_MACS_peak_26324 0.3393 0.1071 0.5536
chr5_123906829_123907422_MACS_peak_26326 0.6786 0.0357 0.2857
chr5_123906955_123907458_MACS_peak_15384 0.6964 0.0357 0.2679
chr5_123915007_123915207_MACS_peak_26327 0.9464 0.0357 0.0179
chr5_123930477_123930962_MACS_peak_26328 0.6964 0.0536 0.2500
chr5_123930532_123930806_MACS_peak_15385 0.7143 0.1071 0.1786
chr5_124000965_124001165_MACS_peak_26331 0.9286 0.0179 0.0536
chr5_124004801_124005001_MACS_peak_15387 0.9821 0.0179 0.0000
chr5_124010884_124011087_MACS_peak_15388 0.9821 0.0179 0.0000
chr5_124031166_124031463_MACS_peak_26334 0.8214 0.0000 0.1786
chr5_124032114_124032502_MACS_peak_26335 0.6429 0.1964 0.1607
chr5_124050208_124050413_MACS_peak_15391 0.9107 0.0714 0.0179
chr5_124050425_124050726_MACS_peak_26337 0.7857 0.0357 0.1786
chr5_124052217_124052499_MACS_peak_26339 0.8036 0.0536 0.1429
chr5_124059681_124060005_MACS_peak_26340 0.8750 0.0536 0.0714
chr5_124074965_124075289_MACS_peak_26341 0.8393 0.0179 0.1429
chr5_124084425_124084650_MACS_peak_15393 0.9821 0.0179 0.0000
chr5_124095466_124096298_MACS_peak_26342 0.6071 0.1071 0.2857
chr5_124095799_124096284_MACS_peak_15394 0.6607 0.1607 0.1786
chr5_124111802_124112404_MACS_peak_26343 0.5357 0.1250 0.3393
chr5_124111888_124112484_MACS_peak_15395 0.5179 0.1429 0.3393
chr5_124165404_124165795_MACS_peak_26344 0.9107 0.0000 0.0893
chr5_124165675_124165972_MACS_peak_15396 0.9286 0.0357 0.0357
chr5_124193601_124193801_MACS_peak_15399 0.9643 0.0357 0.0000
chr5_124204243_124204443_MACS_peak_26346 0.9464 0.0179 0.0357
chr5_124214930_124215213_MACS_peak_26347 0.9107 0.0179 0.0714
chr5_124327390_124328320_MACS_peak_26350 0.5000 0.0357 0.4643
chr5_124327542_124328310_MACS_peak_15403 0.5000 0.0536 0.4464
chr5_124352276_124352687_MACS_peak_26351 0.5893 0.0714 0.3393
chr5_124353794_124354028_MACS_peak_15404 0.8036 0.1429 0.0536
chr5_124424354_124424554_MACS_peak_26355 0.9464 0.0179 0.0357
chr5_124439591_124440234_MACS_peak_26357 0.5000 0.0536 0.4464
chr5_124439619_124440037_MACS_peak_15408 0.5714 0.0536 0.3750
chr5_124446398_124446843_MACS_peak_26359 0.5000 0.0714 0.4286
chr5_124478061_124478261_MACS_peak_15410 1.0000 0.0000 0.0000
chr5_124495712_124495912_MACS_peak_15412 0.9821 0.0179 0.0000
chr5_124531034_124531359_MACS_peak_26362 0.8571 0.1071 0.0357
chr5_124531078_124531654_MACS_peak_15413 0.8929 0.0714 0.0357
chr5_124552536_124553118_MACS_peak_26365 0.6429 0.0714 0.2857
chr5_124552668_124553180_MACS_peak_15415 0.6607 0.1250 0.2143
chr5_124614767_124614983_MACS_peak_15417 1.0000 0.0000 0.0000
chr5_124725354_124725574_MACS_peak_26368 0.9821 0.0000 0.0179
chr5_124759946_124760146_MACS_peak_15420 1.0000 0.0000 0.0000
chr5_124861923_124862131_MACS_peak_26370 0.9107 0.0714 0.0179
chr5_124862129_124862440_MACS_peak_15421 0.8214 0.1071 0.0714
chr5_124862373_124862905_MACS_peak_26371 0.6786 0.1429 0.1786
chr5_124862487_124862896_MACS_peak_15422 0.6964 0.1429 0.1607
chr5_124873272_124873472_MACS_peak_26373 0.9286 0.0179 0.0536
chr5_124906938_124907411_MACS_peak_15424 1.0000 0.0000 0.0000
chr5_124908836_124909164_MACS_peak_26376 0.9286 0.0000 0.0714
chr5_125011814_125012014_MACS_peak_26379 0.9286 0.0179 0.0536
chr5_125106120_125106645_MACS_peak_26383 0.6607 0.1071 0.2321
chr5_125158373_125158724_MACS_peak_26385 0.8393 0.0357 0.1250
chr5_125177770_125178027_MACS_peak_26386 0.7500 0.1250 0.1250
chr5_125183588_125184065_MACS_peak_26388 0.3929 0.0536 0.5536
chr5_125215703_125216282_MACS_peak_15427 1.0000 0.0000 0.0000
chr5_125245493_125245696_MACS_peak_26390 0.5536 0.2857 0.1607
chr5_125253908_125254121_MACS_peak_26391 0.5357 0.3214 0.1429
chr5_125253921_125254121_MACS_peak_15429 0.5357 0.3214 0.1429
chr5_125270710_125270932_MACS_peak_15430 0.9464 0.0179 0.0357
chr5_125273916_125274176_MACS_peak_26393 0.8036 0.0357 0.1607
chr5_125331012_125331212_MACS_peak_26395 0.8929 0.1071 0.0000
chr5_125340706_125341266_MACS_peak_26396 0.7321 0.0536 0.2143
chr5_125377276_125377654_MACS_peak_15432 0.9821 0.0179 0.0000
chr5_125389627_125389858_MACS_peak_26399 0.7500 0.0893 0.1607
chr5_125393070_125393509_MACS_peak_26400 0.1786 0.0893 0.7321
chr5_125393115_125393382_MACS_peak_15433 0.2143 0.0536 0.7321
chr5_125406538_125406771_MACS_peak_15435 0.8750 0.0179 0.1071
chr5_125462025_125462427_MACS_peak_26404 0.7321 0.0179 0.2500
chr5_125497844_125498235_MACS_peak_26407 0.9107 0.0179 0.0714
chr5_125579355_125579555_MACS_peak_26409 0.9286 0.0714 0.0000
chr5_125589216_125589423_MACS_peak_26410 0.6429 0.2500 0.1071
chr5_125639044_125639250_MACS_peak_26413 0.9107 0.0714 0.0179
chr5_125675898_125676099_MACS_peak_26415 0.8036 0.1607 0.0357
chr5_125781667_125781995_MACS_peak_26416 0.9643 0.0179 0.0179
chr5_126206610_126206811_MACS_peak_26419 0.8393 0.1429 0.0179
chr5_126477228_126477428_MACS_peak_26420 0.9821 0.0000 0.0179
chr5_127227875_127228076_MACS_peak_26426 0.9286 0.0536 0.0179
chr5_127484999_127485299_MACS_peak_26427 0.9107 0.0179 0.0714
chr5_127491273_127491541_MACS_peak_26428 0.9643 0.0179 0.0179
chr5_127610838_127611205_MACS_peak_26431 0.8393 0.0357 0.1250
chr5_127616748_127617378_MACS_peak_15446 0.5179 0.1964 0.2857
chr5_127616749_127617583_MACS_peak_26432 0.4643 0.1429 0.3929
chr5_127751731_127751931_MACS_peak_26434 0.9643 0.0357 0.0000
chr5_128148370_128148570_MACS_peak_26435 0.9643 0.0000 0.0357
chr5_128686788_128686990_MACS_peak_26439 0.7143 0.2679 0.0179
chr5_128709454_128709654_MACS_peak_26440 0.7857 0.1786 0.0357
chr5_128714324_128714524_MACS_peak_26441 0.9107 0.0893 0.0000
chr5_129002613_129002822_MACS_peak_26443 0.8929 0.0179 0.0893
chr5_129019632_129020648_MACS_peak_26445 0.3036 0.1071 0.5893
chr5_129019956_129020556_MACS_peak_15451 0.3036 0.1607 0.5357
chr5_129052599_129052802_MACS_peak_26446 0.6250 0.2500 0.1250
chr5_129063444_129063721_MACS_peak_15452 0.9643 0.0179 0.0179
chr5_129067959_129068159_MACS_peak_26447 0.8929 0.0893 0.0179
chr5_129111184_129111394_MACS_peak_26448 0.8571 0.1250 0.0179
chr5_129113725_129113925_MACS_peak_26449 0.9107 0.0893 0.0000
chr5_129360953_129361153_MACS_peak_26453 0.8214 0.1786 0.0000
chr5_129461003_129461327_MACS_peak_26454 0.9464 0.0000 0.0536
chr5_129500762_129501168_MACS_peak_15453 0.7679 0.1250 0.1071
chr5_129501282_129501532_MACS_peak_15454 0.8750 0.0893 0.0357
chr5_129586257_129586538_MACS_peak_15457 0.9821 0.0179 0.0000
chr5_129715314_129715681_MACS_peak_26457 0.8214 0.0179 0.1607
chr5_129715476_129715686_MACS_peak_15458 0.8393 0.0357 0.1250
chr5_129779061_129779500_MACS_peak_15460 1.0000 0.0000 0.0000
chr5_129786880_129787519_MACS_peak_15461 0.6071 0.0893 0.3036
chr5_129786882_129787603_MACS_peak_26461 0.5893 0.0893 0.3214
chr5_129846734_129847149_MACS_peak_15462 0.7143 0.0536 0.2321
chr5_129887036_129887246_MACS_peak_15463 0.8393 0.1071 0.0536
chr5_129887041_129887529_MACS_peak_26464 0.6786 0.0536 0.2679
chr5_129895631_129895871_MACS_peak_15465 0.7143 0.1071 0.1786
chr5_129908487_129908712_MACS_peak_15466 0.5893 0.1071 0.3036
chr5_129978802_129979062_MACS_peak_26470 0.9286 0.0179 0.0536
chr5_130002438_130003144_MACS_peak_26472 0.4821 0.0536 0.4643
